STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,TABLE_IDENTIFIER,Table identifier,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,0.74841698,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,13.297659,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,MEX,Mexico,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,7.8300369,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,8.3854534,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,8.9991622,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,-0.11670842,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,9.9708506,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,0.45985416,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,-0.01472677,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SWE,Sweden,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,13.706318,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GBR,United Kingdom,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,9.3304791,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,USA,United States,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,9.9476498,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,RUS,Russia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,9.9215055,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ZAF,South Africa,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2012,,6.1306195,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUS,Australia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,16.474365,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUT,Austria,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,3.7111749,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BEL,Belgium,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,5.8088626,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CAN,Canada,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,2.9920288,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CHL,Chile,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,14.872239,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CZE,Czechia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,6.4088973,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DNK,Denmark,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,-4.9133359,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,EST,Estonia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,6.1104023,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FIN,Finland,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,1.7573921,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FRA,France,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,7.3240372,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DEU,Germany,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,7.9413247,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GRC,Greece,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,-9.9000289,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,HUN,Hungary,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,6.6524774,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ISL,Iceland,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,27.959329,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,IRL,Ireland,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,4.5680997,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ITA,Italy,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,2.4175987,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,JPN,Japan,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,3.43263,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,KOR,Korea,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,17.07786,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LVA,Latvia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,-6.5140857,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,-1.4244766,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,9.5813206,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,MEX,Mexico,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,6.6385901,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,5.3056278,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,7.1870079,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,0.23820753,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,10.163538,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,3.8301619,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,-1.7626836,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SWE,Sweden,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,16.092667,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GBR,United Kingdom,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,8.916294,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,USA,United States,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,7.2694377,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,RUS,Russia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,9.3088532,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ZAF,South Africa,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2013,,5.9388302,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUS,Australia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,15.523546,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUT,Austria,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,4.2412028,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BEL,Belgium,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,7.8703826,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CAN,Canada,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,2.4108205,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CHL,Chile,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,16.238232,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CZE,Czechia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,6.3759984,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DNK,Denmark,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,-3.6642376,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,EST,Estonia,FS1M_FAS,Acquisition less disposals of financial assets of households and NPISH,PT_B6G_S1M,Percentage of household and NPISH gross disposable income,2014,,10.605893,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),F,Transactions in financial assets and liabilities,F,Total financial instruments,,,,,2,Two,A,Normal value,0,Units,,
